,neuron_id,neuron_type,RF_area,RF_center
12225,12225,e23Cux2,600.0,[2. 3.]
12226,12226,e23Cux2,300.0,[6.83333333 6.83333333]
12227,12227,e23Cux2,300.0,[8.83333333 4.16666667]
12228,12228,e23Cux2,700.0,[7.64285714 7.21428571]
12229,12229,e23Cux2,400.0,[7. 7.]
12230,12230,e23Cux2,600.0,[5.5 6. ]
12231,12231,e23Cux2,100.0,[9.5 5.5]
12232,12232,e23Cux2,400.0,[4. 6.]
12233,12233,e23Cux2,,[2.34210526 4.26315789]
12234,12234,e23Cux2,300.0,[3.16666667 6.16666667]
12235,12235,e23Cux2,200.0,[3.  5.5]
12236,12236,e23Cux2,200.0,[4.5 6. ]
12237,12237,e23Cux2,500.0,[1.3 0.9]
12238,12238,e23Cux2,200.0,[5.  3.5]
12239,12239,e23Cux2,100.0,[8.5 5.5]
12240,12240,e23Cux2,100.0,[8.5 6.5]
12241,12241,e23Cux2,300.0,[3.83333333 5.16666667]
12242,12242,e23Cux2,300.0,[8.83333333 3.83333333]
12243,12243,e23Cux2,200.0,[7.5 4. ]
12244,12244,e23Cux2,100.0,[2.5 6.5]
12245,12245,e23Cux2,300.0,[0.83333333 0.83333333]
12246,12246,e23Cux2,200.0,[8.5 5. ]
12247,12247,e23Cux2,200.0,[4.5 7. ]
12248,12248,e23Cux2,500.0,[4.5 5.5]
12249,12249,e23Cux2,400.0,[4. 6.]
12250,12250,e23Cux2,300.0,[4.83333333 5.16666667]
12251,12251,e23Cux2,300.0,[12.16666667  0.83333333]
12252,12252,e23Cux2,300.0,[3.16666667 6.16666667]
12253,12253,e23Cux2,100.0,[3.5 6.5]
12254,12254,e23Cux2,200.0,[7.  7.5]
12255,12255,e23Cux2,200.0,[4.  4.5]
12256,12256,e23Cux2,700.0,[5.78571429 4.92857143]
12257,12257,e23Cux2,200.0,[6.  4.5]
12258,12258,e23Cux2,1100.0,[8.77272727 4.13636364]
12259,12259,e23Cux2,100.0,[4.5 6.5]
12260,12260,e23Cux2,200.0,[7.5 4. ]
12261,12261,e23Cux2,200.0,[6.5 7. ]
12262,12262,e23Cux2,200.0,[4.5 7. ]
12263,12263,e23Cux2,800.0,[1.625 6.375]
12264,12264,e23Cux2,800.0,[9.5   7.375]
12265,12265,e23Cux2,200.0,[4.5 4. ]
12266,12266,e23Cux2,,[6.5 5.5]
12267,12267,e23Cux2,200.0,[7.  6.5]
12268,12268,e23Cux2,400.0,[5. 4.]
12269,12269,e23Cux2,200.0,[4.  4.5]
12270,12270,e23Cux2,300.0,[8.5 6.5]
12271,12271,e23Cux2,500.0,[6.1 6.3]
12272,12272,e23Cux2,400.0,[4. 5.]
12273,12273,e23Cux2,400.0,[5.5  4.25]
12274,12274,e23Cux2,400.0,[7. 7.]
12275,12275,e23Cux2,200.0,[4.  4.5]
12276,12276,e23Cux2,100.0,[5.5 7.5]
12277,12277,e23Cux2,400.0,[4.5 6. ]
12278,12278,e23Cux2,100.0,[4.5 7.5]
12279,12279,e23Cux2,,[6.5 5.5]
12280,12280,e23Cux2,900.0,[6.72222222 4.94444444]
12281,12281,e23Cux2,200.0,[6.  6.5]
12282,12282,e23Cux2,300.0,[5.16666667 3.16666667]
12283,12283,e23Cux2,100.0,[6.5 6.5]
12284,12284,e23Cux2,200.0,[4.  4.5]
12285,12285,e23Cux2,400.0,[4.5  6.25]
12286,12286,e23Cux2,300.0,[5.16666667 7.16666667]
12287,12287,e23Cux2,100.0,[3.5 5.5]
12288,12288,e23Cux2,400.0,[6. 7.]
12289,12289,e23Cux2,300.0,[8.83333333 4.83333333]
12290,12290,e23Cux2,1400.0,[9. 2.]
12291,12291,e23Cux2,100.0,[5.5 3.5]
12292,12292,e23Cux2,100.0,[4.5 3.5]
12293,12293,e23Cux2,400.0,[7.5  5.25]
12294,12294,e23Cux2,700.0,[9.21428571 5.5       ]
12295,12295,e23Cux2,400.0,[7.5  6.25]
12296,12296,e23Cux2,300.0,[6.83333333 3.83333333]
12297,12297,e23Cux2,400.0,[4. 5.]
12298,12298,e23Cux2,300.0,[8.16666667 3.83333333]
12299,12299,e23Cux2,400.0,[6. 7.]
12300,12300,e23Cux2,200.0,[8.  6.5]
12301,12301,e23Cux2,200.0,[7.  2.5]
12302,12302,e23Cux2,200.0,[3.5 6. ]
12303,12303,e23Cux2,200.0,[9.  5.5]
12304,12304,e23Cux2,300.0,[4.83333333 3.83333333]
12305,12305,e23Cux2,200.0,[4.  3.5]
12306,12306,e23Cux2,100.0,[9.5 5.5]
12307,12307,e23Cux2,200.0,[9.5 5. ]
12308,12308,e23Cux2,500.0,[5.1 4.3]
12309,12309,e23Cux2,200.0,[4.5 6. ]
12310,12310,e23Cux2,500.0,[6.3 6.1]
12311,12311,e23Cux2,200.0,[5.  3.5]
12312,12312,e23Cux2,500.0,[5.7 4.9]
12313,12313,e23Cux2,300.0,[8.16666667 5.16666667]
12314,12314,e23Cux2,100.0,[9.5 5.5]
12315,12315,e23Cux2,400.0,[7. 4.]
12316,12316,e23Cux2,200.0,[7.  7.5]
12317,12317,e23Cux2,200.0,[7.5 3. ]
12318,12318,e23Cux2,200.0,[5.  7.5]
12319,12319,e23Cux2,600.0,[7.66666667 6.66666667]
12320,12320,e23Cux2,400.0,[7.5  4.75]
12321,12321,e23Cux2,400.0,[5. 5.]
12322,12322,e23Cux2,300.0,[8.16666667 5.16666667]
12323,12323,e23Cux2,200.0,[3.5 5. ]
12324,12324,e23Cux2,300.0,[6.83333333 3.83333333]
12325,12325,e23Cux2,100.0,[7.5 6.5]
12326,12326,e23Cux2,200.0,[2.  5.5]
12327,12327,e23Cux2,900.0,[8.05555556 7.94444444]
12328,12328,e23Cux2,200.0,[5.5 7. ]
12329,12329,e23Cux2,900.0,[7.61111111 6.27777778]
12330,12330,e23Cux2,300.0,[4.16666667 6.16666667]
12331,12331,e23Cux2,300.0,[4.16666667 5.16666667]
12332,12332,e23Cux2,800.0,[11.625  1.375]
12333,12333,e23Cux2,1500.0,[6.83333333 1.9       ]
12334,12334,e23Cux2,200.0,[4.  5.5]
12335,12335,e23Cux2,400.0,[4. 4.]
12336,12336,e23Cux2,400.0,[4. 6.]
12337,12337,e23Cux2,600.0,[7.5 4. ]
12338,12338,e23Cux2,,[6.5 5.5]
12339,12339,e23Cux2,400.0,[5. 4.]
12340,12340,e23Cux2,300.0,[9.16666667 6.16666667]
12341,12341,e23Cux2,700.0,[9.21428571 5.07142857]
12342,12342,e23Cux2,500.0,[5.1 6.3]
12343,12343,e23Cux2,100.0,[10.5  4.5]
12344,12344,e23Cux2,600.0,[1.5        6.33333333]
12345,12345,e23Cux2,500.0,[8.3 4.9]
12346,12346,e23Cux2,200.0,[4.  6.5]
12347,12347,e23Cux2,200.0,[7.  7.5]
12348,12348,e23Cux2,300.0,[8.83333333 3.83333333]
12349,12349,e23Cux2,200.0,[7.  3.5]
12350,12350,e23Cux2,400.0,[5. 5.]
12351,12351,e23Cux2,200.0,[4.  5.5]
12352,12352,e23Cux2,300.0,[5.83333333 7.16666667]
12353,12353,e23Cux2,300.0,[4.83333333 6.16666667]
12354,12354,e23Cux2,300.0,[7.83333333 3.16666667]
12355,12355,e23Cux2,1100.0,[11.5         5.13636364]
12356,12356,e23Cux2,200.0,[3.5 6. ]
12357,12357,e23Cux2,100.0,[10.5  5.5]
12358,12358,e23Cux2,300.0,[8.83333333 5.83333333]
12359,12359,e23Cux2,200.0,[6.5 3. ]
12360,12360,e23Cux2,300.0,[6.5 3.5]
12361,12361,e23Cux2,300.0,[6.5 4.5]
12362,12362,e23Cux2,,[6.5 5.5]
12363,12363,e23Cux2,300.0,[5.16666667 7.16666667]
12364,12364,e23Cux2,400.0,[6. 7.]
12365,12365,e23Cux2,300.0,[8.83333333 6.83333333]
12366,12366,e23Cux2,300.0,[3.16666667 5.16666667]
12367,12367,e23Cux2,1300.0,[7.5 6.5]
12368,12368,e23Cux2,100.0,[9.5 5.5]
12369,12369,e23Cux2,200.0,[4.5 4. ]
12370,12370,e23Cux2,600.0,[7. 7.]
12371,12371,e23Cux2,400.0,[3.5 5. ]
12372,12372,e23Cux2,300.0,[5.83333333 6.83333333]
12373,12373,e23Cux2,300.0,[5.5 6.5]
12374,12374,e23Cux2,400.0,[9. 6.]
12375,12375,e23Cux2,200.0,[9.5 6. ]
12376,12376,e23Cux2,400.0,[5. 7.]
12377,12377,e23Cux2,200.0,[4.5 5. ]
12378,12378,e23Cux2,300.0,[8.16666667 7.16666667]
12379,12379,e23Cux2,500.0,[8.7 6.1]
12380,12380,e23Cux2,400.0,[5. 6.]
12381,12381,e23Cux2,200.0,[10.   5.5]
12382,12382,e23Cux2,400.0,[3. 4.]
12383,12383,e23Cux2,300.0,[4.16666667 5.16666667]
12384,12384,e23Cux2,400.0,[4. 6.]
12385,12385,e23Cux2,300.0,[4.16666667 4.83333333]
12386,12386,e23Cux2,300.0,[5.83333333 5.83333333]
12387,12387,e23Cux2,600.0,[7.33333333 6.66666667]
12388,12388,e23Cux2,200.0,[9.5 5. ]
12389,12389,e23Cux2,400.0,[4. 4.]
12390,12390,e23Cux2,300.0,[7.5 4.5]
12391,12391,e23Cux2,100.0,[8.5 6.5]
12392,12392,e23Cux2,300.0,[5.16666667 6.83333333]
12393,12393,e23Cux2,400.0,[3. 5.]
12394,12394,e23Cux2,400.0,[9. 5.]
12395,12395,e23Cux2,200.0,[6.5 8. ]
12396,12396,e23Cux2,300.0,[10.16666667  5.16666667]
12397,12397,e23Cux2,300.0,[7.16666667 3.83333333]
12398,12398,e23Cux2,400.0,[7. 3.]
12399,12399,e23Cux2,100.0,[2.5 6.5]
12400,12400,e23Cux2,400.0,[10.  5.]
12401,12401,e23Cux2,500.0,[7.1 4.3]
12402,12402,e23Cux2,200.0,[2.5 5. ]
12403,12403,e23Cux2,300.0,[8.16666667 4.16666667]
12404,12404,e23Cux2,300.0,[9.16666667 6.83333333]
12405,12405,e23Cux2,400.0,[5. 7.]
12406,12406,e23Cux2,200.0,[7.  7.5]
12407,12407,e23Cux2,200.0,[3.  5.5]
12408,12408,e23Cux2,400.0,[6. 4.]
12409,12409,e23Cux2,500.0,[7.3 4.9]
12410,12410,e23Cux2,400.0,[7. 8.]
12411,12411,e23Cux2,,[6.5 5.5]
12412,12412,e23Cux2,200.0,[9.  6.5]
12413,12413,e23Cux2,500.0,[4.3 6.9]
12414,12414,e23Cux2,400.0,[6. 7.]
12415,12415,e23Cux2,400.0,[6. 4.]
12416,12416,e23Cux2,200.0,[10.5  5. ]
12417,12417,e23Cux2,300.0,[8.5 4.5]
12418,12418,e23Cux2,400.0,[8. 5.]
12419,12419,e23Cux2,200.0,[8.  6.5]
12420,12420,e23Cux2,300.0,[4.5 6.5]
12421,12421,e23Cux2,300.0,[5.83333333 3.16666667]
12422,12422,e23Cux2,400.0,[8. 5.]
12423,12423,e23Cux2,,[6.5 5.5]
12424,12424,e23Cux2,300.0,[8.83333333 7.16666667]
12425,12425,e23Cux2,200.0,[3.5 4. ]
12426,12426,e23Cux2,200.0,[2.  5.5]
12427,12427,e23Cux2,200.0,[4.5 4. ]
12428,12428,e23Cux2,300.0,[9.83333333 6.16666667]
12429,12429,e23Cux2,300.0,[0.83333333 0.83333333]
12430,12430,e23Cux2,400.0,[4. 7.]
12431,12431,e23Cux2,200.0,[8.5 4. ]
12432,12432,e23Cux2,300.0,[0.83333333 0.83333333]
12433,12433,e23Cux2,200.0,[7.  4.5]
12434,12434,e23Cux2,200.0,[8.  6.5]
12435,12435,e23Cux2,500.0,[5.9 6.7]
12436,12436,e23Cux2,600.0,[2.5 5. ]
12437,12437,e23Cux2,200.0,[8.5 5. ]
12438,12438,e23Cux2,400.0,[4. 6.]
12439,12439,e23Cux2,400.0,[7. 3.]
12440,12440,e23Cux2,200.0,[9.5 6. ]
12441,12441,e23Cux2,200.0,[4.  5.5]
12442,12442,e23Cux2,300.0,[4.16666667 5.16666667]
12443,12443,e23Cux2,200.0,[7.5 3. ]
12444,12444,e23Cux2,300.0,[8.16666667 7.16666667]
12445,12445,e23Cux2,500.0,[8.9 5.7]
12446,12446,e23Cux2,100.0,[7.5 3.5]
12447,12447,e23Cux2,300.0,[4.16666667 4.83333333]
12448,12448,e23Cux2,,[3.96153846 6.61538462]
12449,12449,e23Cux2,300.0,[9.16666667 6.16666667]
12450,12450,e23Cux2,300.0,[9.83333333 4.83333333]
12451,12451,e23Cux2,300.0,[8.83333333 3.83333333]
12452,12452,e23Cux2,300.0,[8.83333333 3.83333333]
12453,12453,e23Cux2,200.0,[9.  4.5]
12454,12454,e23Cux2,500.0,[11.7 10.1]
12455,12455,e23Cux2,200.0,[7.5 7. ]
12456,12456,e23Cux2,200.0,[9.  5.5]
12457,12457,e23Cux2,200.0,[10.   5.5]
12458,12458,e23Cux2,400.0,[5. 4.]
12459,12459,e23Cux2,200.0,[5.5 7. ]
12460,12460,e23Cux2,200.0,[10.   5.5]
12461,12461,e23Cux2,1000.0,[8.2 6.3]
12462,12462,e23Cux2,200.0,[6.  7.5]
12463,12463,e23Cux2,400.0,[6. 4.]
12464,12464,e23Cux2,200.0,[4.  6.5]
12465,12465,e23Cux2,400.0,[6. 3.]
12466,12466,e23Cux2,300.0,[5.83333333 7.16666667]
12467,12467,e23Cux2,300.0,[8.83333333 5.16666667]
12468,12468,e23Cux2,300.0,[3.83333333 6.83333333]
12469,12469,e23Cux2,600.0,[7.  6.5]
12470,12470,e23Cux2,,[6.5 5.5]
12471,12471,e23Cux2,100.0,[4.5 4.5]
12472,12472,e23Cux2,500.0,[4.9 4.7]
12473,12473,e23Cux2,200.0,[9.5 4. ]
12474,12474,e23Cux2,1200.0,[11.41666667  2.33333333]
12475,12475,e23Cux2,500.0,[5.1 4.7]
12476,12476,e23Cux2,100.0,[8.5 6.5]
12477,12477,e23Cux2,,[6.5 5.5]
12478,12478,e23Cux2,300.0,[7.16666667 3.16666667]
12479,12479,e23Cux2,500.0,[7.3 7.1]
12480,12480,e23Cux2,100.0,[7.5 3.5]
12481,12481,e23Cux2,700.0,[8.35714286 4.78571429]
12482,12482,e23Cux2,400.0,[6. 4.]
12483,12483,e23Cux2,400.0,[5. 4.]
12484,12484,e23Cux2,700.0,[4.78571429 6.92857143]
12485,12485,e23Cux2,100.0,[3.5 5.5]
12486,12486,e23Cux2,400.0,[5.5  4.25]
12487,12487,e23Cux2,200.0,[6.5 3. ]
12488,12488,e23Cux2,200.0,[0.5 3. ]
12489,12489,e23Cux2,,[6.5 5.5]
12490,12490,e23Cux2,,[6.5 5.5]
12491,12491,e23Cux2,100.0,[2.5 5.5]
12492,12492,e23Cux2,200.0,[3.5 6. ]
12493,12493,e23Cux2,100.0,[3.5 4.5]
12494,12494,e23Cux2,100.0,[4.5 6.5]
12495,12495,e23Cux2,200.0,[9.  4.5]
12496,12496,e23Cux2,400.0,[4.  4.5]
12497,12497,e23Cux2,200.0,[7.  7.5]
12498,12498,e23Cux2,200.0,[7.  3.5]
12499,12499,e23Cux2,500.0,[5.3 4.9]
12500,12500,e23Cux2,400.0,[5. 6.]
12501,12501,e23Cux2,,[6.5 5.5]
12502,12502,e23Cux2,200.0,[8.5 5. ]
12503,12503,e23Cux2,,[6.5 5.5]
12504,12504,e23Cux2,400.0,[3. 6.]
12505,12505,e23Cux2,400.0,[5. 7.]
12506,12506,e23Cux2,300.0,[8.83333333 4.83333333]
12507,12507,e23Cux2,400.0,[7. 4.]
12508,12508,e23Cux2,400.0,[7. 7.]
12509,12509,e23Cux2,500.0,[3.7 6.1]
12510,12510,e23Cux2,700.0,[5.64285714 4.78571429]
12511,12511,e23Cux2,200.0,[5.5 4. ]
12512,12512,e23Cux2,200.0,[4.  6.5]
12513,12513,e23Cux2,400.0,[10.  5.]
12514,12514,e23Cux2,500.0,[6.7 6.9]
12515,12515,e23Cux2,400.0,[4. 5.]
12516,12516,e23Cux2,,[6.5 5.5]
12517,12517,e23Cux2,300.0,[5.83333333 3.16666667]
12518,12518,e23Cux2,100.0,[7.5 7.5]
12519,12519,e23Cux2,400.0,[5. 3.]
12520,12520,e23Cux2,200.0,[5.  7.5]
12521,12521,e23Cux2,200.0,[2.5 5. ]
12522,12522,e23Cux2,200.0,[6.  7.5]
12523,12523,e23Cux2,400.0,[7.5 7. ]
12524,12524,e23Cux2,300.0,[7.16666667 6.83333333]
12525,12525,e23Cux2,100.0,[5.5 3.5]
12526,12526,e23Cux2,300.0,[6.16666667 4.16666667]
12527,12527,e23Cux2,1000.0,[9.6 6.6]
12528,12528,e23Cux2,300.0,[6.83333333 6.16666667]
12529,12529,e23Cux2,100.0,[ 0.5 10.5]
12530,12530,e23Cux2,200.0,[5.  3.5]
12531,12531,e23Cux2,,[6.5 5.5]
12532,12532,e23Cux2,400.0,[5. 7.]
12533,12533,e23Cux2,300.0,[8.16666667 6.83333333]
12534,12534,e23Cux2,100.0,[9.5 5.5]
12535,12535,e23Cux2,200.0,[9.  5.5]
12536,12536,e23Cux2,,[6.5 5.5]
12537,12537,e23Cux2,400.0,[6. 7.]
12538,12538,e23Cux2,800.0,[8.75  4.875]
12539,12539,e23Cux2,500.0,[4.7 5.9]
12540,12540,e23Cux2,400.0,[5. 5.]
12541,12541,e23Cux2,400.0,[3.5  6.25]
12542,12542,e23Cux2,100.0,[4.5 6.5]
12543,12543,e23Cux2,400.0,[9. 6.]
12544,12544,e23Cux2,300.0,[6.83333333 4.16666667]
12545,12545,e23Cux2,200.0,[9.  4.5]
12546,12546,e23Cux2,200.0,[4.5 4. ]
12547,12547,e23Cux2,200.0,[4.  6.5]
12548,12548,e23Cux2,400.0,[6. 7.]
12549,12549,e23Cux2,200.0,[4.  6.5]
12550,12550,e23Cux2,300.0,[7.16666667 3.16666667]
12551,12551,e23Cux2,300.0,[4.16666667 4.16666667]
12552,12552,e23Cux2,1300.0,[7.11538462 6.03846154]
12553,12553,e23Cux2,100.0,[5.5 3.5]
12554,12554,e23Cux2,300.0,[4.83333333 3.83333333]
12555,12555,e23Cux2,100.0,[9.5 6.5]
12556,12556,e23Cux2,100.0,[5.5 7.5]
12557,12557,e23Cux2,300.0,[8.83333333 6.83333333]
12558,12558,e23Cux2,200.0,[5.  7.5]
12559,12559,e23Cux2,100.0,[4.5 5.5]
12560,12560,e23Cux2,400.0,[11.5 10. ]
12561,12561,e23Cux2,300.0,[4.16666667 7.16666667]
12562,12562,e23Cux2,300.0,[6.16666667 5.16666667]
12563,12563,e23Cux2,1500.0,[7.5        4.56666667]
12564,12564,e23Cux2,200.0,[6.5 7. ]
12565,12565,e23Cux2,300.0,[6.16666667 3.16666667]
12566,12566,e23Cux2,400.0,[9. 4.]
12567,12567,e23Cux2,100.0,[6.5 6.5]
12568,12568,e23Cux2,300.0,[3.16666667 4.16666667]
12569,12569,e23Cux2,500.0,[5.7 3.9]
12570,12570,e23Cux2,,[6.5 5.5]
12571,12571,e23Cux2,200.0,[5.  6.5]
12572,12572,e23Cux2,400.0,[10.  5.]
12573,12573,e23Cux2,400.0,[5. 5.]
12574,12574,e23Cux2,700.0,[7.07142857 4.64285714]
12575,12575,e23Cux2,400.0,[9. 5.]
12576,12576,e23Cux2,600.0,[5.33333333 6.33333333]
12577,12577,e23Cux2,300.0,[5.16666667 7.16666667]
12578,12578,e23Cux2,300.0,[6.16666667 5.83333333]
12579,12579,e23Cux2,300.0,[6.16666667 6.83333333]
12580,12580,e23Cux2,300.0,[5.16666667 7.16666667]
12581,12581,e23Cux2,300.0,[9.16666667 7.16666667]
12582,12582,e23Cux2,400.0,[5. 8.]
12583,12583,e23Cux2,1200.0,[8. 4.]
12584,12584,e23Cux2,200.0,[8.  7.5]
12585,12585,e23Cux2,300.0,[8.83333333 4.83333333]
12586,12586,e23Cux2,400.0,[7.5  3.75]
12587,12587,e23Cux2,100.0,[3.5 6.5]
12588,12588,e23Cux2,200.0,[5.5 7. ]
12589,12589,e23Cux2,200.0,[5.  7.5]
12590,12590,e23Cux2,300.0,[6.16666667 3.83333333]
12591,12591,e23Cux2,100.0,[8.5 6.5]
12592,12592,e23Cux2,100.0,[4.5 5.5]
12593,12593,e23Cux2,400.0,[5. 5.]
12594,12594,e23Cux2,300.0,[5.16666667 7.16666667]
12595,12595,e23Cux2,200.0,[4.  4.5]
12596,12596,e23Cux2,200.0,[9.5 6. ]
12597,12597,e23Cux2,200.0,[3.5 5. ]
12598,12598,e23Cux2,100.0,[5.5 5.5]
12599,12599,e23Cux2,400.0,[5. 7.]
12600,12600,e23Cux2,400.0,[10.  5.]
12601,12601,e23Cux2,600.0,[4.  6.5]
12602,12602,e23Cux2,200.0,[9.  5.5]
12603,12603,e23Cux2,400.0,[7.5 7. ]
12604,12604,e23Cux2,400.0,[5. 4.]
12605,12605,e23Cux2,400.0,[4. 6.]
12606,12606,e23Cux2,600.0,[5.33333333 4.66666667]
12607,12607,e23Cux2,200.0,[3.5 6. ]
12608,12608,e23Cux2,300.0,[5.83333333 3.83333333]
12609,12609,e23Cux2,400.0,[3. 6.]
12610,12610,e23Cux2,300.0,[3.83333333 5.83333333]
12611,12611,e23Cux2,200.0,[8.  6.5]
12612,12612,e23Cux2,200.0,[4.  6.5]
12613,12613,e23Cux2,200.0,[3.5 4. ]
12614,12614,e23Cux2,100.0,[5.5 6.5]
12615,12615,e23Cux2,500.0,[8.7 6.5]
12616,12616,e23Cux2,300.0,[8.83333333 6.83333333]
12617,12617,e23Cux2,200.0,[8.  6.5]
12618,12618,e23Cux2,100.0,[3.5 4.5]
12619,12619,e23Cux2,300.0,[4.16666667 5.83333333]
12620,12620,e23Cux2,200.0,[7.  7.5]
12621,12621,e23Cux2,400.0,[9. 5.]
12622,12622,e23Cux2,400.0,[6.5 7. ]
12623,12623,e23Cux2,,[6.5 5.5]
12624,12624,e23Cux2,,[6.5 5.5]
12625,12625,e23Cux2,300.0,[9.83333333 6.83333333]
12626,12626,e23Cux2,300.0,[7.83333333 3.16666667]
12627,12627,e23Cux2,200.0,[4.  5.5]
12628,12628,e23Cux2,200.0,[7.  6.5]
12629,12629,e23Cux2,900.0,[8.27777778 6.05555556]
12630,12630,e23Cux2,300.0,[3.16666667 5.16666667]
12631,12631,e23Cux2,300.0,[8.16666667 7.16666667]
12632,12632,e23Cux2,300.0,[5.83333333 3.83333333]
12633,12633,e23Cux2,200.0,[4.5 6. ]
12634,12634,e23Cux2,200.0,[5.5 7. ]
12635,12635,e23Cux2,200.0,[7.5 7. ]
12636,12636,e23Cux2,300.0,[8.16666667 7.16666667]
12637,12637,e23Cux2,400.0,[8.5  6.75]
12638,12638,e23Cux2,300.0,[7.16666667 7.16666667]
12639,12639,e23Cux2,,[6.5 5.5]
12640,12640,e23Cux2,900.0,[9.61111111 5.61111111]
12641,12641,e23Cux2,300.0,[7.83333333 3.83333333]
12642,12642,e23Cux2,100.0,[5.5 7.5]
12643,12643,e23Cux2,500.0,[11.7 10.1]
12644,12644,e23Cux2,100.0,[6.5 3.5]
12645,12645,e23Cux2,300.0,[7.5 3.5]
12646,12646,e23Cux2,,[6.5 5.5]
12647,12647,e23Cux2,100.0,[8.5 7.5]
12648,12648,e23Cux2,,[6.5 5.5]
12649,12649,e23Cux2,300.0,[4.83333333 5.16666667]
12650,12650,e23Cux2,400.0,[6. 4.]
12651,12651,e23Cux2,400.0,[7.75 5.25]
12652,12652,e23Cux2,400.0,[6. 7.]
12653,12653,e23Cux2,100.0,[4.5 6.5]
12654,12654,e23Cux2,700.0,[3.5        4.78571429]
12655,12655,e23Cux2,500.0,[7.3 6.1]
12656,12656,e23Cux2,300.0,[4.83333333 7.16666667]
12657,12657,e23Cux2,600.0,[8.5 5. ]
12658,12658,e23Cux2,400.0,[6. 3.]
12659,12659,e23Cux2,200.0,[3.5 5. ]
12660,12660,e23Cux2,600.0,[8.  4.5]
12661,12661,e23Cux2,300.0,[5.83333333 4.16666667]
12662,12662,e23Cux2,300.0,[9.83333333 5.16666667]
12663,12663,e23Cux2,200.0,[9.  4.5]
12664,12664,e23Cux2,100.0,[4.5 7.5]
12665,12665,e23Cux2,500.0,[4.3 3.9]
12666,12666,e23Cux2,300.0,[4.16666667 4.16666667]
12667,12667,e23Cux2,100.0,[9.5 4.5]
12668,12668,e23Cux2,200.0,[8.  7.5]
12669,12669,e23Cux2,800.0,[9.125 4.625]
12670,12670,e23Cux2,200.0,[3.5 4. ]
12671,12671,e23Cux2,100.0,[ 0.5 10.5]
12672,12672,e23Cux2,200.0,[9.5 6. ]
12673,12673,e23Cux2,600.0,[9.  4.5]
12674,12674,e23Cux2,900.0,[4.5 5.5]
12675,12675,e23Cux2,1000.0,[8.8 6.2]
12676,12676,e23Cux2,400.0,[8. 5.]
12677,12677,e23Cux2,700.0,[4.78571429 5.92857143]
12678,12678,e23Cux2,200.0,[9.5 6. ]
12679,12679,e23Cux2,100.0,[8.5 6.5]
12680,12680,e23Cux2,,[6.5 5.5]
12681,12681,e23Cux2,800.0,[6.375 4.625]
12682,12682,e23Cux2,1000.0,[8.1 5.4]
12683,12683,e23Cux2,100.0,[7.5 3.5]
12684,12684,e23Cux2,200.0,[4.5 4. ]
12685,12685,e23Cux2,200.0,[5.5 7. ]
12686,12686,e23Cux2,300.0,[4.83333333 4.83333333]
12687,12687,e23Cux2,200.0,[8.5 4. ]
12688,12688,e23Cux2,400.0,[5. 4.]
12689,12689,e23Cux2,400.0,[9.  4.5]
12690,12690,e23Cux2,500.0,[7.3 6.9]
12691,12691,e23Cux2,300.0,[4.83333333 7.16666667]
12692,12692,e23Cux2,200.0,[2.  5.5]
12693,12693,e23Cux2,200.0,[6.  3.5]
12694,12694,e23Cux2,400.0,[5. 5.]
12695,12695,e23Cux2,400.0,[8. 4.]
12696,12696,e23Cux2,200.0,[10.   5.5]
12697,12697,e23Cux2,100.0,[5.5 7.5]
12698,12698,e23Cux2,400.0,[9. 5.]
12699,12699,e23Cux2,200.0,[4.5 7. ]
12700,12700,e23Cux2,600.0,[4.5 6. ]
12701,12701,e23Cux2,300.0,[10.83333333  5.16666667]
12702,12702,e23Cux2,400.0,[5. 4.]
12703,12703,e23Cux2,700.0,[5.78571429 7.92857143]
12704,12704,e23Cux2,300.0,[5.16666667 3.83333333]
12705,12705,e23Cux2,100.0,[8.5 4.5]
12706,12706,e23Cux2,300.0,[6.16666667 6.83333333]
12707,12707,e23Cux2,200.0,[5.5 7. ]
12708,12708,e23Cux2,300.0,[8.83333333 6.83333333]
12709,12709,e23Cux2,400.0,[4. 6.]
12710,12710,e23Cux2,400.0,[5. 7.]
12711,12711,e23Cux2,500.0,[8.9 6.7]
12712,12712,e23Cux2,200.0,[9.5 6. ]
12713,12713,e23Cux2,200.0,[9.  4.5]
12714,12714,e23Cux2,300.0,[4.16666667 5.16666667]
12715,12715,e23Cux2,400.0,[5. 7.]
12716,12716,e23Cux2,400.0,[5. 4.]
12717,12717,e23Cux2,500.0,[9.1 5.3]
12718,12718,e23Cux2,,[6.5 5.5]
12719,12719,e23Cux2,300.0,[4.16666667 4.16666667]
12720,12720,e23Cux2,200.0,[6.  7.5]
12721,12721,e23Cux2,300.0,[3.83333333 4.83333333]
12722,12722,e23Cux2,100.0,[4.5 6.5]
12723,12723,e23Cux2,400.0,[8. 7.]
12724,12724,e23Cux2,300.0,[4.83333333 4.16666667]
12725,12725,e23Cux2,300.0,[4.83333333 6.83333333]
12726,12726,e23Cux2,200.0,[9.5 6. ]
12727,12727,e23Cux2,400.0,[4. 5.]
12728,12728,e23Cux2,500.0,[4.3 5.1]
12729,12729,e23Cux2,100.0,[ 7.5 10.5]
12730,12730,e23Cux2,500.0,[5.3 6.3]
12731,12731,e23Cux2,200.0,[7.5 7. ]
12732,12732,e23Cux2,400.0,[6. 5.]
12733,12733,e23Cux2,500.0,[6.1 6.3]
