,neuron_id,neuron_type,RF_area,RF_center
7899,7899,e23Cux2,300.0,[6.16666667 6.16666667]
7900,7900,e23Cux2,200.0,[6.  7.5]
7901,7901,e23Cux2,500.0,[8.7 6.1]
7902,7902,e23Cux2,500.0,[8.7 5.5]
7903,7903,e23Cux2,600.0,[4.66666667 6.66666667]
7904,7904,e23Cux2,900.0,[7.61111111 5.16666667]
7905,7905,e23Cux2,900.0,[8.16666667 5.72222222]
7906,7906,e23Cux2,800.0,[7.625 5.625]
7907,7907,e23Cux2,400.0,[6. 6.]
7908,7908,e23Cux2,,[6.5 5.5]
7909,7909,e23Cux2,900.0,[1.5        2.16666667]
7910,7910,e23Cux2,300.0,[3.83333333 5.83333333]
7911,7911,e23Cux2,400.0,[6.5  0.75]
7912,7912,e23Cux2,600.0,[8.5 6. ]
7913,7913,e23Cux2,400.0,[6.75 5.5 ]
7914,7914,e23Cux2,1200.0,[6.25       4.66666667]
7915,7915,e23Cux2,300.0,[8.16666667 5.16666667]
7916,7916,e23Cux2,400.0,[8.5  4.25]
7917,7917,e23Cux2,800.0,[4.625 6.375]
7918,7918,e23Cux2,1200.0,[10.66666667  2.        ]
7919,7919,e23Cux2,500.0,[6.3 4.9]
7920,7920,e23Cux2,800.0,[10.5  1. ]
7921,7921,e23Cux2,1100.0,[5.40909091 4.86363636]
7922,7922,e23Cux2,500.0,[3.9 5.3]
7923,7923,e23Cux2,700.0,[4.21428571 6.21428571]
7924,7924,e23Cux2,400.0,[6. 6.]
7925,7925,e23Cux2,300.0,[4.5 5.5]
7926,7926,e23Cux2,100.0,[4.5 0.5]
7927,7927,e23Cux2,100.0,[5.5 3.5]
7928,7928,e23Cux2,400.0,[5. 5.]
7929,7929,e23Cux2,100.0,[6.5 4.5]
7930,7930,e23Cux2,400.0,[6. 5.]
7931,7931,e23Cux2,400.0,[6.5  5.75]
7932,7932,e23Cux2,500.0,[6.1 3.7]
7933,7933,e23Cux2,600.0,[8.66666667 5.5       ]
7934,7934,e23Cux2,400.0,[5. 6.]
7935,7935,e23Cux2,900.0,[5.5 6.5]
7936,7936,e23Cux2,500.0,[7.3 5.9]
7937,7937,e23Cux2,600.0,[7.5 6. ]
7938,7938,e23Cux2,600.0,[5.5 6. ]
7939,7939,e23Cux2,100.0,[8.5 6.5]
7940,7940,e23Cux2,400.0,[5.5 3. ]
7941,7941,e23Cux2,400.0,[5. 5.]
7942,7942,e23Cux2,800.0,[7.75  5.125]
7943,7943,e23Cux2,400.0,[1. 1.]
7944,7944,e23Cux2,400.0,[5. 6.]
7945,7945,e23Cux2,500.0,[6.7 6.1]
7946,7946,e23Cux2,400.0,[5. 6.]
7947,7947,e23Cux2,800.0,[7.625 5.625]
7948,7948,e23Cux2,800.0,[4.375 5.375]
7949,7949,e23Cux2,600.0,[8.66666667 5.33333333]
7950,7950,e23Cux2,400.0,[5.5 5. ]
7951,7951,e23Cux2,100.0,[4.5 4.5]
7952,7952,e23Cux2,300.0,[4.16666667 5.16666667]
7953,7953,e23Cux2,1100.0,[6.95454545 6.68181818]
7954,7954,e23Cux2,700.0,[4.21428571 5.5       ]
7955,7955,e23Cux2,1000.0,[4.8 4.6]
7956,7956,e23Cux2,400.0,[6. 6.]
7957,7957,e23Cux2,700.0,[4.5        4.78571429]
7958,7958,e23Cux2,400.0,[4.5 5. ]
7959,7959,e23Cux2,1700.0,[5.91176471 6.08823529]
7960,7960,e23Cux2,400.0,[8. 5.]
7961,7961,e23Cux2,800.0,[6.625 3.625]
7962,7962,e23Cux2,200.0,[0.5 6. ]
7963,7963,e23Cux2,200.0,[7.  4.5]
7964,7964,e23Cux2,500.0,[8.7 5.1]
7965,7965,e23Cux2,400.0,[4. 6.]
7966,7966,e23Cux2,700.0,[6.21428571 5.5       ]
7967,7967,e23Cux2,600.0,[6.66666667 6.5       ]
7968,7968,e23Cux2,500.0,[8.3 4.9]
7969,7969,e23Cux2,800.0,[4.75  6.125]
7970,7970,e23Cux2,400.0,[4. 6.]
7971,7971,e23Cux2,1300.0,[6.34615385 5.96153846]
7972,7972,e23Cux2,400.0,[5.5  5.25]
7973,7973,e23Cux2,1600.0,[7.6875 5.4375]
7974,7974,e23Cux2,1000.0,[6.8 4.7]
7975,7975,e23Cux2,300.0,[6.16666667 5.16666667]
7976,7976,e23Cux2,900.0,[6.83333333 1.5       ]
7977,7977,e23Cux2,300.0,[5.83333333 5.16666667]
7978,7978,e23Cux2,1400.0,[9.78571429 4.71428571]
7979,7979,e23Cux2,200.0,[6.  7.5]
7980,7980,e23Cux2,500.0,[8.7 4.1]
7981,7981,e23Cux2,200.0,[6.  5.5]
7982,7982,e23Cux2,,[6.5 5.5]
7983,7983,e23Cux2,400.0,[1.25 0.75]
7984,7984,e23Cux2,800.0,[6.625 6.375]
7985,7985,e23Cux2,300.0,[4.16666667 8.16666667]
7986,7986,e23Cux2,2300.0,[7.36956522 8.32608696]
7987,7987,e23Cux2,400.0,[9. 5.]
7988,7988,e23Cux2,600.0,[7.5 4. ]
7989,7989,e23Cux2,500.0,[9.1 5.7]
7990,7990,e23Cux2,300.0,[7.5 6.5]
7991,7991,e23Cux2,500.0,[8.7 4.9]
7992,7992,e23Cux2,300.0,[6.83333333 6.83333333]
7993,7993,e23Cux2,1000.0,[6.  5.7]
7994,7994,e23Cux2,600.0,[7.5 5. ]
7995,7995,e23Cux2,200.0,[0.5 5. ]
7996,7996,e23Cux2,400.0,[8.75 5.5 ]
7997,7997,e23Cux2,300.0,[7.83333333 4.83333333]
7998,7998,e23Cux2,400.0,[5. 5.]
7999,7999,e23Cux2,1000.0,[4.7 6.2]
8000,8000,e23Cux2,600.0,[8.         5.66666667]
8001,8001,e23Cux2,300.0,[4.83333333 5.16666667]
8002,8002,e23Cux2,600.0,[6.33333333 4.66666667]
8003,8003,e23Cux2,200.0,[9.  5.5]
8004,8004,e23Cux2,400.0,[1. 1.]
8005,8005,e23Cux2,700.0,[6.5        4.21428571]
8006,8006,e23Cux2,700.0,[5.5        6.78571429]
8007,8007,e23Cux2,700.0,[11.5         1.07142857]
8008,8008,e23Cux2,200.0,[6.5 6. ]
8009,8009,e23Cux2,1000.0,[7.  4.5]
8010,8010,e23Cux2,1100.0,[7.5        8.31818182]
8011,8011,e23Cux2,600.0,[4.33333333 5.66666667]
8012,8012,e23Cux2,1100.0,[6.40909091 7.13636364]
8013,8013,e23Cux2,600.0,[5.66666667 4.33333333]
8014,8014,e23Cux2,500.0,[8.1 6.3]
8015,8015,e23Cux2,500.0,[4.7 4.9]
8016,8016,e23Cux2,400.0,[7. 7.]
8017,8017,e23Cux2,500.0,[5.7 6.1]
8018,8018,e23Cux2,400.0,[5. 5.]
8019,8019,e23Cux2,400.0,[6.25 5.5 ]
8020,8020,e23Cux2,400.0,[8. 5.]
8021,8021,e23Cux2,400.0,[7. 4.]
8022,8022,e23Cux2,200.0,[12.5  2. ]
8023,8023,e23Cux2,1400.0,[6.71428571 4.92857143]
8024,8024,e23Cux2,200.0,[7.  4.5]
8025,8025,e23Cux2,1600.0,[7.3125 5.6875]
8026,8026,e23Cux2,,[nan nan]
8027,8027,e23Cux2,500.0,[5.3 5.9]
8028,8028,e23Cux2,300.0,[7.83333333 4.16666667]
8029,8029,e23Cux2,100.0,[6.5 5.5]
8030,8030,e23Cux2,400.0,[4. 6.]
8031,8031,e23Cux2,600.0,[6.33333333 4.66666667]
8032,8032,e23Cux2,900.0,[4.38888889 3.83333333]
8033,8033,e23Cux2,800.0,[6.625 6.   ]
8034,8034,e23Cux2,,[6.5 5.5]
8035,8035,e23Cux2,,[6.5 5.5]
8036,8036,e23Cux2,700.0,[5.5        6.21428571]
8037,8037,e23Cux2,600.0,[8.  4.5]
8038,8038,e23Cux2,300.0,[12.16666667  0.83333333]
8039,8039,e23Cux2,600.0,[4.33333333 6.66666667]
8040,8040,e23Cux2,400.0,[4. 5.]
8041,8041,e23Cux2,700.0,[8.21428571 4.5       ]
8042,8042,e23Cux2,400.0,[5.25 5.5 ]
8043,8043,e23Cux2,400.0,[5. 6.]
8044,8044,e23Cux2,400.0,[8. 4.]
8045,8045,e23Cux2,400.0,[5.25 4.5 ]
8046,8046,e23Cux2,400.0,[9. 5.]
8047,8047,e23Cux2,400.0,[7. 6.]
8048,8048,e23Cux2,500.0,[5.3 5.1]
8049,8049,e23Cux2,400.0,[5. 5.]
8050,8050,e23Cux2,500.0,[5.7 4.1]
8051,8051,e23Cux2,700.0,[5.21428571 5.5       ]
8052,8052,e23Cux2,400.0,[3.75 5.5 ]
8053,8053,e23Cux2,700.0,[11.92857143  1.5       ]
8054,8054,e23Cux2,500.0,[7.7 5.1]
8055,8055,e23Cux2,800.0,[11.125  1.   ]
8056,8056,e23Cux2,700.0,[4.78571429 5.35714286]
8057,8057,e23Cux2,400.0,[12. 10.]
8058,8058,e23Cux2,400.0,[4. 5.]
8059,8059,e23Cux2,1100.0,[6.59090909 6.13636364]
8060,8060,e23Cux2,300.0,[4.5 5.5]
8061,8061,e23Cux2,400.0,[4. 5.]
8062,8062,e23Cux2,300.0,[4.16666667 5.16666667]
8063,8063,e23Cux2,700.0,[7.78571429 7.07142857]
8064,8064,e23Cux2,300.0,[8.16666667 4.83333333]
8065,8065,e23Cux2,400.0,[8. 5.]
8066,8066,e23Cux2,600.0,[6.66666667 4.33333333]
8067,8067,e23Cux2,700.0,[7.21428571 6.5       ]
8068,8068,e23Cux2,400.0,[4.25 5.5 ]
8069,8069,e23Cux2,2200.0,[6. 5.]
8070,8070,e23Cux2,,[6.5 5.5]
8071,8071,e23Cux2,500.0,[8.9 6.3]
8072,8072,e23Cux2,700.0,[7.21428571 5.07142857]
8073,8073,e23Cux2,500.0,[4.1 6.3]
8074,8074,e23Cux2,600.0,[6.5 6. ]
8075,8075,e23Cux2,500.0,[6.7 8.9]
8076,8076,e23Cux2,1000.0,[5.7 6.5]
8077,8077,e23Cux2,800.0,[7.  5.5]
8078,8078,e23Cux2,400.0,[8. 5.]
8079,8079,e23Cux2,900.0,[8.16666667 4.61111111]
8080,8080,e23Cux2,400.0,[5. 5.]
8081,8081,e23Cux2,300.0,[4.16666667 4.16666667]
8082,8082,e23Cux2,800.0,[6.75  5.125]
8083,8083,e23Cux2,700.0,[6.5        4.78571429]
8084,8084,e23Cux2,1000.0,[5.2 5.9]
8085,8085,e23Cux2,600.0,[8.  6.5]
8086,8086,e23Cux2,,[6.5 5.5]
8087,8087,e23Cux2,300.0,[8.16666667 5.83333333]
8088,8088,e23Cux2,100.0,[6.5 5.5]
8089,8089,e23Cux2,300.0,[4.16666667 5.83333333]
8090,8090,e23Cux2,1000.0,[4.7 5.5]
8091,8091,e23Cux2,400.0,[4. 5.]
8092,8092,e23Cux2,600.0,[8.         4.83333333]
8093,8093,e23Cux2,400.0,[5. 6.]
8094,8094,e23Cux2,500.0,[5.7 5.1]
8095,8095,e23Cux2,700.0,[3.35714286 6.07142857]
8096,8096,e23Cux2,300.0,[8.16666667 5.83333333]
8097,8097,e23Cux2,500.0,[7.1 4.3]
8098,8098,e23Cux2,900.0,[5.16666667 5.05555556]
8099,8099,e23Cux2,400.0,[4.5  5.25]
8100,8100,e23Cux2,800.0,[7.375 4.625]
8101,8101,e23Cux2,600.0,[4.  5.5]
8102,8102,e23Cux2,800.0,[1.    9.125]
8103,8103,e23Cux2,700.0,[6.78571429 6.5       ]
8104,8104,e23Cux2,600.0,[5.5 6. ]
8105,8105,e23Cux2,,[nan nan]
8106,8106,e23Cux2,400.0,[6. 6.]
8107,8107,e23Cux2,500.0,[6.5 4.5]
8108,8108,e23Cux2,1000.0,[5.  6.3]
8109,8109,e23Cux2,900.0,[6.72222222 6.5       ]
8110,8110,e23Cux2,1900.0,[11.44736842  7.28947368]
8111,8111,e23Cux2,200.0,[7.  5.5]
8112,8112,e23Cux2,800.0,[5.75  5.625]
8113,8113,e23Cux2,300.0,[5.83333333 5.16666667]
8114,8114,e23Cux2,200.0,[8.5 5. ]
8115,8115,e23Cux2,600.0,[5.33333333 4.33333333]
8116,8116,e23Cux2,500.0,[6.3 6.1]
8117,8117,e23Cux2,300.0,[8.16666667 4.16666667]
8118,8118,e23Cux2,500.0,[4.1 5.7]
8119,8119,e23Cux2,500.0,[6.3 5.1]
8120,8120,e23Cux2,800.0,[6.375 6.75 ]
8121,8121,e23Cux2,500.0,[4.5 5.5]
8122,8122,e23Cux2,2500.0,[6.22 5.58]
8123,8123,e23Cux2,600.0,[5.5        4.33333333]
8124,8124,e23Cux2,400.0,[4.5  4.25]
8125,8125,e23Cux2,600.0,[6.5 6. ]
8126,8126,e23Cux2,600.0,[7.16666667 4.66666667]
8127,8127,e23Cux2,400.0,[8. 5.]
8128,8128,e23Cux2,500.0,[4.9 6.3]
8129,8129,e23Cux2,700.0,[7.35714286 6.21428571]
8130,8130,e23Cux2,300.0,[4.83333333 6.16666667]
8131,8131,e23Cux2,800.0,[7. 4.]
8132,8132,e23Cux2,300.0,[7.16666667 5.83333333]
8133,8133,e23Cux2,500.0,[5.7 5.9]
8134,8134,e23Cux2,100.0,[12.5 10.5]
8135,8135,e23Cux2,500.0,[6.9 6.7]
8136,8136,e23Cux2,1500.0,[6.5 6.3]
8137,8137,e23Cux2,700.0,[5.21428571 8.07142857]
8138,8138,e23Cux2,,[6.5 5.5]
8139,8139,e23Cux2,1100.0,[6.77272727 6.5       ]
8140,8140,e23Cux2,600.0,[8.33333333 4.33333333]
8141,8141,e23Cux2,600.0,[4.66666667 4.66666667]
8142,8142,e23Cux2,900.0,[6.61111111 3.94444444]
8143,8143,e23Cux2,400.0,[9. 4.]
8144,8144,e23Cux2,800.0,[4.875 5.75 ]
8145,8145,e23Cux2,700.0,[5.07142857 6.35714286]
8146,8146,e23Cux2,800.0,[3. 6.]
8147,8147,e23Cux2,400.0,[4. 6.]
8148,8148,e23Cux2,600.0,[5.5 6. ]
8149,8149,e23Cux2,700.0,[6.78571429 5.92857143]
8150,8150,e23Cux2,400.0,[4. 6.]
8151,8151,e23Cux2,500.0,[6.7 5.1]
8152,8152,e23Cux2,300.0,[0.83333333 0.83333333]
8153,8153,e23Cux2,600.0,[5.5 4. ]
8154,8154,e23Cux2,300.0,[12.16666667 10.16666667]
8155,8155,e23Cux2,400.0,[4. 5.]
8156,8156,e23Cux2,500.0,[4.7 5.1]
8157,8157,e23Cux2,,[6.5 5.5]
8158,8158,e23Cux2,500.0,[6.7 5.9]
8159,8159,e23Cux2,700.0,[5.07142857 5.64285714]
8160,8160,e23Cux2,400.0,[5. 5.]
8161,8161,e23Cux2,800.0,[1.875 1.   ]
8162,8162,e23Cux2,500.0,[5.3 6.1]
8163,8163,e23Cux2,600.0,[8. 5.]
8164,8164,e23Cux2,400.0,[5. 4.]
8165,8165,e23Cux2,500.0,[6.7 6.9]
8166,8166,e23Cux2,900.0,[5.94444444 6.16666667]
8167,8167,e23Cux2,600.0,[5.66666667 6.33333333]
8168,8168,e23Cux2,400.0,[6. 5.]
8169,8169,e23Cux2,600.0,[6. 6.]
8170,8170,e23Cux2,1100.0,[7.31818182 6.68181818]
8171,8171,e23Cux2,700.0,[8.5 4.5]
8172,8172,e23Cux2,1500.0,[3.83333333 6.63333333]
8173,8173,e23Cux2,500.0,[5.5 6.5]
8174,8174,e23Cux2,900.0,[9.5        6.27777778]
8175,8175,e23Cux2,500.0,[6.9 6.7]
8176,8176,e23Cux2,800.0,[8.625 5.375]
8177,8177,e23Cux2,600.0,[6.5 5. ]
8178,8178,e23Cux2,600.0,[0.83333333 1.66666667]
8179,8179,e23Cux2,400.0,[5. 6.]
8180,8180,e23Cux2,300.0,[0.83333333 0.83333333]
8181,8181,e23Cux2,1400.0,[6.28571429 6.21428571]
8182,8182,e23Cux2,400.0,[4. 5.]
8183,8183,e23Cux2,700.0,[6.78571429 6.5       ]
8184,8184,e23Cux2,500.0,[8.3 4.9]
8185,8185,e23Cux2,200.0,[4.  5.5]
8186,8186,e23Cux2,300.0,[8.83333333 5.83333333]
8187,8187,e23Cux2,,[6.5 5.5]
8188,8188,e23Cux2,500.0,[4.1 5.7]
8189,8189,e23Cux2,300.0,[5.5 6.5]
8190,8190,e23Cux2,500.0,[7.3 4.9]
8191,8191,e23Cux2,600.0,[5.33333333 6.5       ]
8192,8192,e23Cux2,1300.0,[7.26923077 3.88461538]
8193,8193,e23Cux2,1500.0,[7.1 6.9]
8194,8194,e23Cux2,300.0,[7.83333333 6.16666667]
8195,8195,e23Cux2,500.0,[7.3 6.1]
8196,8196,e23Cux2,400.0,[9. 5.]
8197,8197,e23Cux2,800.0,[5.75  4.875]
8198,8198,e23Cux2,500.0,[7.9 5.3]
8199,8199,e23Cux2,400.0,[4. 5.]
8200,8200,e23Cux2,400.0,[4.5  5.75]
8201,8201,e23Cux2,300.0,[8.16666667 6.16666667]
8202,8202,e23Cux2,500.0,[5.7 6.1]
8203,8203,e23Cux2,200.0,[9.5 5. ]
8204,8204,e23Cux2,400.0,[12. 10.]
8205,8205,e23Cux2,700.0,[1.35714286 1.21428571]
8206,8206,e23Cux2,900.0,[7.27777778 4.38888889]
8207,8207,e23Cux2,600.0,[4.5 6. ]
8208,8208,e23Cux2,400.0,[5.  5.5]
8209,8209,e23Cux2,600.0,[7.5 6. ]
8210,8210,e23Cux2,1600.0,[2.75   6.8125]
8211,8211,e23Cux2,,[6.5 5.5]
8212,8212,e23Cux2,1000.0,[7.1 4.9]
8213,8213,e23Cux2,800.0,[7.875 5.75 ]
8214,8214,e23Cux2,400.0,[6.5  4.75]
8215,8215,e23Cux2,300.0,[6.16666667 6.83333333]
8216,8216,e23Cux2,500.0,[7.7 3.9]
8217,8217,e23Cux2,600.0,[1.5        2.33333333]
8218,8218,e23Cux2,800.0,[8.75 4.75]
8219,8219,e23Cux2,800.0,[8.625 5.625]
8220,8220,e23Cux2,400.0,[1. 4.]
8221,8221,e23Cux2,500.0,[4.9 5.3]
8222,8222,e23Cux2,700.0,[5.78571429 6.5       ]
8223,8223,e23Cux2,300.0,[5.83333333 5.83333333]
8224,8224,e23Cux2,700.0,[6.5        5.21428571]
8225,8225,e23Cux2,400.0,[5. 6.]
8226,8226,e23Cux2,700.0,[4.78571429 7.07142857]
8227,8227,e23Cux2,200.0,[9.5 5. ]
8228,8228,e23Cux2,100.0,[4.5 6.5]
8229,8229,e23Cux2,100.0,[9.5 5.5]
8230,8230,e23Cux2,400.0,[6.5  7.25]
8231,8231,e23Cux2,600.0,[7.66666667 4.66666667]
8232,8232,e23Cux2,300.0,[6.83333333 4.83333333]
8233,8233,e23Cux2,300.0,[4.16666667 4.16666667]
8234,8234,e23Cux2,1300.0,[5.19230769 6.26923077]
8235,8235,e23Cux2,700.0,[7.78571429 4.64285714]
8236,8236,e23Cux2,400.0,[7. 7.]
8237,8237,e23Cux2,,[6.5 5.5]
8238,8238,e23Cux2,400.0,[5. 5.]
8239,8239,e23Cux2,200.0,[9.  5.5]
8240,8240,e23Cux2,800.0,[5.375 4.625]
8241,8241,e23Cux2,600.0,[11.83333333  9.83333333]
8242,8242,e23Cux2,300.0,[8.83333333 5.83333333]
8243,8243,e23Cux2,400.0,[5.5  6.25]
8244,8244,e23Cux2,600.0,[5.66666667 6.33333333]
8245,8245,e23Cux2,500.0,[6.7 6.9]
8246,8246,e23Cux2,600.0,[4.5 4. ]
8247,8247,e23Cux2,600.0,[11.5         7.66666667]
8248,8248,e23Cux2,,[6.5 5.5]
8249,8249,e23Cux2,900.0,[8.27777778 4.94444444]
8250,8250,e23Cux2,400.0,[7. 7.]
8251,8251,e23Cux2,200.0,[5.5 6. ]
8252,8252,e23Cux2,1000.0,[6.  5.4]
8253,8253,e23Cux2,300.0,[12.5  6.5]
8254,8254,e23Cux2,600.0,[5.5 6. ]
8255,8255,e23Cux2,600.0,[7. 5.]
8256,8256,e23Cux2,800.0,[7.375 4.625]
8257,8257,e23Cux2,600.0,[6.5 5. ]
8258,8258,e23Cux2,100.0,[12.5 10.5]
8259,8259,e23Cux2,400.0,[5. 6.]
8260,8260,e23Cux2,,[6.5 5.5]
8261,8261,e23Cux2,1100.0,[4.13636364 5.13636364]
8262,8262,e23Cux2,100.0,[9.5 5.5]
8263,8263,e23Cux2,400.0,[7. 7.]
8264,8264,e23Cux2,500.0,[11.7 10.1]
8265,8265,e23Cux2,400.0,[6. 6.]
8266,8266,e23Cux2,500.0,[5.3 5.1]
8267,8267,e23Cux2,,[6.5 5.5]
8268,8268,e23Cux2,600.0,[5.5        5.33333333]
8269,8269,e23Cux2,,[6.5 5.5]
8270,8270,e23Cux2,400.0,[5.5  5.25]
8271,8271,e23Cux2,600.0,[8.5 5. ]
8272,8272,e23Cux2,300.0,[5.83333333 6.83333333]
8273,8273,e23Cux2,700.0,[8.21428571 5.92857143]
8274,8274,e23Cux2,800.0,[8.875 6.375]
8275,8275,e23Cux2,300.0,[4.16666667 4.83333333]
8276,8276,e23Cux2,500.0,[5.5 5.3]
8277,8277,e23Cux2,,[6.5 5.5]
8278,8278,e23Cux2,300.0,[12.16666667 10.16666667]
8279,8279,e23Cux2,500.0,[8.7 4.9]
8280,8280,e23Cux2,700.0,[4.78571429 5.5       ]
8281,8281,e23Cux2,800.0,[7.   6.75]
8282,8282,e23Cux2,600.0,[5.66666667 6.33333333]
8283,8283,e23Cux2,1300.0,[6.42307692 4.11538462]
8284,8284,e23Cux2,800.0,[11.625  1.375]
8285,8285,e23Cux2,500.0,[8.7 5.9]
8286,8286,e23Cux2,1900.0,[6.02631579 7.97368421]
8287,8287,e23Cux2,700.0,[6.5        5.78571429]
8288,8288,e23Cux2,1500.0,[6.5 3.9]
8289,8289,e23Cux2,500.0,[5.3 6.1]
8290,8290,e23Cux2,300.0,[5.16666667 6.83333333]
8291,8291,e23Cux2,400.0,[8. 5.]
8292,8292,e23Cux2,1700.0,[2.44117647 7.44117647]
8293,8293,e23Cux2,400.0,[7. 4.]
8294,8294,e23Cux2,,[5.84285714 4.7       ]
8295,8295,e23Cux2,400.0,[5. 6.]
8296,8296,e23Cux2,500.0,[5.7 5.9]
8297,8297,e23Cux2,700.0,[6.5        5.21428571]
8298,8298,e23Cux2,300.0,[4.16666667 5.83333333]
8299,8299,e23Cux2,400.0,[5. 6.]
8300,8300,e23Cux2,1300.0,[8.03846154 4.42307692]
8301,8301,e23Cux2,400.0,[5. 5.]
8302,8302,e23Cux2,600.0,[6.66666667 4.66666667]
8303,8303,e23Cux2,400.0,[7. 6.]
8304,8304,e23Cux2,800.0,[5.375 4.375]
8305,8305,e23Cux2,600.0,[8.5 6. ]
8306,8306,e23Cux2,300.0,[5.16666667 4.83333333]
8307,8307,e23Cux2,600.0,[6.  5.5]
8308,8308,e23Cux2,300.0,[3.83333333 4.83333333]
8309,8309,e23Cux2,400.0,[5. 6.]
8310,8310,e23Cux2,400.0,[8. 5.]
8311,8311,e23Cux2,400.0,[4. 5.]
8312,8312,e23Cux2,500.0,[11.7 10.1]
8313,8313,e23Cux2,400.0,[6.5  6.75]
8314,8314,e23Cux2,600.0,[5.33333333 5.66666667]
8315,8315,e23Cux2,500.0,[4.3 4.9]
8316,8316,e23Cux2,200.0,[6.  4.5]
8317,8317,e23Cux2,800.0,[7.  4.5]
8318,8318,e23Cux2,1000.0,[2.6 5.7]
8319,8319,e23Cux2,800.0,[7.25  3.625]
8320,8320,e23Cux2,700.0,[4.78571429 5.92857143]
8321,8321,e23Cux2,1000.0,[7.  5.5]
8322,8322,e23Cux2,,[6.5 5.5]
8323,8323,e23Cux2,900.0,[6.27777778 7.05555556]
8324,8324,e23Cux2,600.0,[6.  6.5]
8325,8325,e23Cux2,600.0,[5.33333333 6.66666667]
8326,8326,e23Cux2,600.0,[5.5 6. ]
8327,8327,e23Cux2,300.0,[2.83333333 5.16666667]
8328,8328,e23Cux2,400.0,[8. 5.]
8329,8329,e23Cux2,500.0,[4.3 5.9]
8330,8330,e23Cux2,900.0,[5.72222222 4.61111111]
8331,8331,e23Cux2,500.0,[7.7 4.1]
8332,8332,e23Cux2,500.0,[0.9 1.3]
8333,8333,e23Cux2,1300.0,[6.88461538 4.73076923]
8334,8334,e23Cux2,400.0,[9. 6.]
8335,8335,e23Cux2,,[6.5 5.5]
8336,8336,e23Cux2,700.0,[4.5        5.21428571]
8337,8337,e23Cux2,500.0,[4.7 5.1]
8338,8338,e23Cux2,300.0,[9.5 4.5]
8339,8339,e23Cux2,300.0,[7.5        5.16666667]
8340,8340,e23Cux2,,[6.5 5.5]
8341,8341,e23Cux2,500.0,[4.5 4.5]
8342,8342,e23Cux2,300.0,[5.83333333 4.83333333]
8343,8343,e23Cux2,300.0,[4.83333333 4.16666667]
8344,8344,e23Cux2,600.0,[7.33333333 6.33333333]
8345,8345,e23Cux2,700.0,[8.21428571 6.5       ]
8346,8346,e23Cux2,500.0,[4.5 5.5]
8347,8347,e23Cux2,600.0,[4.33333333 5.5       ]
8348,8348,e23Cux2,400.0,[7. 7.]
8349,8349,e23Cux2,1500.0,[8.56666667 5.1       ]
8350,8350,e23Cux2,600.0,[5.  6.5]
8351,8351,e23Cux2,1200.0,[6.75       4.33333333]
8352,8352,e23Cux2,500.0,[6.7 3.9]
8353,8353,e23Cux2,,[6.5 5.5]
8354,8354,e23Cux2,400.0,[4. 5.]
8355,8355,e23Cux2,1000.0,[7.8 6.3]
8356,8356,e23Cux2,500.0,[6.3 6.1]
8357,8357,e23Cux2,400.0,[5. 6.]
8358,8358,e23Cux2,600.0,[5.16666667 4.16666667]
8359,8359,e23Cux2,400.0,[7. 5.]
8360,8360,e23Cux2,500.0,[7.9 4.7]
8361,8361,e23Cux2,600.0,[5.         4.16666667]
8362,8362,e23Cux2,900.0,[5.5 6.5]
8363,8363,e23Cux2,800.0,[7.375 5.625]
8364,8364,e23Cux2,700.0,[6.5        4.78571429]
8365,8365,e23Cux2,900.0,[8.94444444 5.38888889]
8366,8366,e23Cux2,300.0,[4.83333333 5.83333333]
8367,8367,e23Cux2,400.0,[8.5 6. ]
8368,8368,e23Cux2,1700.0,[6.20588235 5.38235294]
8369,8369,e23Cux2,400.0,[8.  5.5]
8370,8370,e23Cux2,400.0,[6. 6.]
8371,8371,e23Cux2,400.0,[9. 6.]
8372,8372,e23Cux2,1300.0,[6.5 5.5]
8373,8373,e23Cux2,300.0,[7.5 4.5]
8374,8374,e23Cux2,800.0,[4.75 4.5 ]
8375,8375,e23Cux2,400.0,[7.25 4.5 ]
8376,8376,e23Cux2,600.0,[7.5 4. ]
8377,8377,e23Cux2,800.0,[6.875 3.75 ]
8378,8378,e23Cux2,500.0,[8.5 4.5]
8379,8379,e23Cux2,300.0,[4.16666667 5.83333333]
8380,8380,e23Cux2,400.0,[5. 6.]
8381,8381,e23Cux2,200.0,[8.  4.5]
8382,8382,e23Cux2,400.0,[8. 5.]
8383,8383,e23Cux2,600.0,[7.5 5. ]
8384,8384,e23Cux2,700.0,[6.5 6.5]
8385,8385,e23Cux2,600.0,[12.   9.5]
8386,8386,e23Cux2,200.0,[5.  6.5]
8387,8387,e23Cux2,1400.0,[6.57142857 1.85714286]
8388,8388,e23Cux2,1900.0,[5.81578947 5.07894737]
8389,8389,e23Cux2,600.0,[3.66666667 5.33333333]
8390,8390,e23Cux2,400.0,[4.75 5.5 ]
8391,8391,e23Cux2,600.0,[5.33333333 5.5       ]
8392,8392,e23Cux2,400.0,[8. 5.]
8393,8393,e23Cux2,1000.0,[7.4 5.3]
8394,8394,e23Cux2,600.0,[7.5 5. ]
8395,8395,e23Cux2,600.0,[5.         5.16666667]
8396,8396,e23Cux2,500.0,[5.1 3.7]
8397,8397,e23Cux2,300.0,[8.83333333 5.83333333]
8398,8398,e23Cux2,900.0,[3.61111111 5.27777778]
8399,8399,e23Cux2,400.0,[5. 5.]
