,node_id pop_name max_mean_rate(Hz) preferred_angle OSI DSI Ave_Rate(Hz) firing_rate_sp,firing_rate_white_flash,firing_rate_black_flash,tfs,significant_tfs
6457,6457 e6Ntsr1 13.849489210837277 181.5306263411416 0.2412034255802016 0.1009279035403196 7.393750000000001 4.9,,,,
6458,6458 e6Ntsr1 4.201599419607198 161.71627899263385 0.1255699807377905 0.0331931423058977 2.8375000000000004 3.1500000000000004,,,,
6459,6459 e6Ntsr1 6.12596648521088 178.69376839721335 0.3179586755239784 0.1462953026066867 2.775 2.0749999999999997,,,,
6460,6460 e6Ntsr1 7.483367296904943 168.5604485134769 0.3389679142573677 0.0901210343161351 3.6125 2.425,,,,
6461,6461 e6Ntsr1 3.427270251213534 181.4413105201079 0.3340116833848685 0.1174229869210291 1.7624999999999995 1.9000000000000001,,,,
6462,6462 e6Ntsr1 6.342697243240777 185.58607553623247 0.2323836684970265 0.1674586892482108 3.0125 3.4250000000000003,,,,
6463,6463 e6Ntsr1 7.330003722631677 191.3991685690721 0.242905502066084 0.1352456065557362 3.3937500000000003 3.2749999999999995,,,,
6464,6464 e6Ntsr1 5.829231309703689 176.18051510825646 0.2616282801965764 0.1495352187048812 3.03125 3.3499999999999996,,,,
6465,6465 e6Ntsr1 4.771458512315172 176.51095038476188 0.3483150589033353 0.2449839479748276 1.9625000000000004 2.35,,,,
6466,6466 e6Ntsr1 3.8255746284078618 182.089058837573 0.3352665572175989 0.0826662985157271 1.86875 1.925,,,,
6467,6467 e6Ntsr1 10.881095719613311 160.01538642958454 0.3367861353599469 0.0965542526658457 5.11875 2.5,6.159999999999999,3.5599999999999996,74.0,True
6468,6468 e6Ntsr1 5.328496368843856 182.69652116453292 0.1791571262825528 0.110617936906123 3.2187500000000004 4.3,,,,
6469,6469 e6Ntsr1 5.236540423205211 176.42483416779282 0.2389813150970536 0.0885755193096219 2.9 3.45,,,,
6470,6470 e6Ntsr1 4.817499647939311 178.63761027106833 0.2682172680613394 0.1136769902184482 2.4937500000000004 2.9499999999999997,0.9600000000000001,5.04,60.0,False
6471,6471 e6Ntsr1 5.582266835787137 177.55837048719556 0.3127686903582413 0.0842456215619376 2.8875 1.65,,,,
6472,6472 e6Ntsr1 3.833446969528855 181.86408069114043 0.2401457608306155 0.0481405419959903 2.19375 3.0749999999999997,,,,
6473,6473 e6Ntsr1 5.752959407826722 184.64549472190544 0.195206090977071 0.1064519923531368 3.3875 2.975,,,,
6474,6474 e6Ntsr1 4.733083305710419 174.26431024943415 0.1552906957189993 0.0294309404598105 3.3625 4.125,,,,
6475,6475 e6Ntsr1 15.58208603287548 174.4617371797134 0.2573144000953207 0.1183984964215355 8.09375 5.700000000000001,,,,
6476,6476 e6Ntsr1 2.9630185447502986 164.8839995001478 0.2216970182153205 0.0801220713380242 1.88125 3.075,,,,
6477,6477 e6Ntsr1 4.155910789171363 184.02372554583448 0.2864208752463129 0.1012163047413081 2.24375 2.2750000000000004,,,,
6478,6478 e6Ntsr1 18.182560780521897 178.9423875821858 0.3564302913028203 0.1634822855771174 8.18125 3.925,,,,
6479,6479 e6Ntsr1 12.338190308330356 186.81558921192212 0.2933518304900345 0.1193219581376711 6.15625 4.5249999999999995,,,,
6480,6480 e6Ntsr1 4.1155363940152725 182.3370723104906 0.2589678209323641 0.1147331716980504 2.2687500000000003 2.075,,,,
6481,6481 e6Ntsr1 6.086525382970715 179.50889278075624 0.3072485264095438 0.2104071239349628 2.7875 1.8250000000000002,,,,
6482,6482 e6Ntsr1 3.981689676382535 183.5719162255073 0.246365931004894 0.0700769705889645 2.275 2.375,,,,
6483,6483 e6Ntsr1 3.602912433439073 186.00611900132344 0.2374845088984942 0.0392044436731159 2.375 3.325,,,,
6484,6484 e6Ntsr1 7.76334572372396 178.81716976067355 0.2881896154233698 0.0847137875011921 4.0625 2.725,,,,
6485,6485 e6Ntsr1 4.50241246241717 163.6258491320452 0.1353896211328318 0.0773416079283073 3.1125 3.55,,,,
6486,6486 e6Ntsr1 2.530217995384728 187.6748071486016 0.239379389933026 0.0467659579832204 1.43125 1.4749999999999999,,,,
6487,6487 e6Ntsr1 15.591659455560547 176.83953824114064 0.134918267717336 0.0607129951278368 10.54375 9.95,,,,
6488,6488 e6Ntsr1 4.366777564444178 189.68382089275303 0.2170447421606719 0.1379481413845691 2.35 3.0500000000000003,,,,
6489,6489 e6Ntsr1 5.11295703556784 181.85049165800456 0.2098734092717062 0.071051520780787 2.9875000000000003 3.2499999999999996,,,,
6490,6490 e6Ntsr1 5.293748745275727 181.7181308651831 0.2980299077964617 0.21267060490523 2.5312500000000004 2.0500000000000003,,,,
6491,6491 e6Ntsr1 4.901825924697078 178.16497277795727 0.1954541326353134 0.0534989750069703 3.15 4.175,,,,
6492,6492 e6Ntsr1 6.441736000063235 179.51092937613112 0.3312469892362307 0.2071830049385429 2.7375 3.2,,,,
6493,6493 e6Ntsr1 2.7373144384327657 169.90316959779733 0.1787655921724784 0.0802391901592687 1.86875 1.825,,,,
6494,6494 e6Ntsr1 2.8987557949063825 180.6201177234226 0.3033894348085532 0.0858140750510915 1.525 1.975,,,,
6495,6495 e6Ntsr1 4.0021045381157245 178.10090716031 0.2471754174335932 0.1455581845810014 2.2 2.6750000000000003,,,,
6496,6496 e6Ntsr1 13.97114987245128 172.04624081910893 0.3288433293104558 0.1129185117744279 6.60625 5.575000000000001,,,,
6497,6497 e6Ntsr1 4.261699605147458 178.4493540081772 0.1619315105240544 0.0478731804766162 3.09375 3.3000000000000003,,,,
6498,6498 e6Ntsr1 4.948967028987079 170.95345925136655 0.2141695773320099 0.1316747873992407 2.7875 2.7,,,,
6499,6499 e6Ntsr1 2.375988165943439 179.033333415347 0.1324500195731582 0.037085395152493 1.79375 2.1,,,,
6500,6500 e6Ntsr1 4.784150974269755 182.18806849095796 0.2261660285834437 0.1228227939937326 2.6 2.3500000000000005,,,,
6501,6501 e6Ntsr1 3.746597453498895 176.25114285938184 0.121169003039837 0.0380963114856048 2.7 3.1999999999999997,,,,
6502,6502 e6Ntsr1 5.467804960348598 183.4766966500828 0.2709380483191752 0.1195163076002014 2.95 3.2249999999999996,,,,
6503,6503 e6Ntsr1 4.697532267939462 177.04234922346978 0.129238199619471 0.086250409627136 3.33125 2.7,,,,
6504,6504 e6Ntsr1 3.183866021731398 175.48490278431544 0.2294080353129433 0.0713060021535487 1.86875 2.4,,,,
6505,6505 e6Ntsr1 2.179782038922222 183.42140549259628 0.2133843781697317 0.0113938522099694 1.475 1.45,,,,
6506,6506 e6Ntsr1 11.849978897542703 170.58178965958462 0.3334918579851484 0.1104471993621366 5.73125 3.225,,,,
6507,6507 e6Ntsr1 13.728723100454584 180.12631243128948 0.0325118348854971 0.0190089274422751 12.1125 9.200000000000001,16.76,11.56,50.5,True
6508,6508 e6Ntsr1 3.1098811339354446 3.514110424858155 0.1874943662395011 0.0177712556695598 2.15 2.625,,,,
6509,6509 e6Ntsr1 3.5883492083466737 180.7465254791757 0.2821387202382415 0.037498951506043 1.90625 1.775,,,,
6510,6510 e6Ntsr1 5.815752005805964 184.5889460049235 0.3348309649705441 0.1512365210088873 2.725 2.8000000000000003,,,,
6511,6511 e6Ntsr1 2.45  0.0582014293282523 0.0352727921579137 2.0375 2.4000000000000004,,,,
6512,6512 e6Ntsr1 8.374321690787024 184.0915056880652 0.241264132004267 0.0907840701771956 4.78125 3.3,,,,
6513,6513 e6Ntsr1 12.940452114320854 198.6977557266489 0.3877250041043976 0.0523089063788951 6.61875 4.95,,,,
6514,6514 e6Ntsr1 12.142298389334796 184.84645724066223 0.107775213887421 0.0129897116153509 9.7625 3.725,,,,
6515,6515 e6Ntsr1 4.6173141007824565 182.99849382579623 0.2009375865264661 0.0719884009228738 2.7625 3.075,,,,
6516,6516 e6Ntsr1 5.5347649920262 179.4220717678146 0.2612118963388574 0.1642426255645596 2.825 2.15,,,,
6517,6517 e6Ntsr1 4.69802573545085 179.3454709419536 0.2297297297297297 0.0803258652240931 2.775 3.1750000000000007,,,,
6518,6518 e6Ntsr1 9.06251173598162 179.49140391466958 0.3931607582115491 0.165663738668716 3.76875 2.9750000000000005,,,,
6519,6519 e6Ntsr1 3.536071465248344 189.76239915779297 0.2318010721043626 0.0674047767206544 2.24375 2.625,,,,
6520,6520 e6Ntsr1 6.182794394513309 178.3395203158123 0.3230391548397164 0.1318092685048157 2.825 2.8,,,,
6521,6521 e6Ntsr1 4.039352274527341 176.3038669938745 0.1741420218872579 0.0880955669179283 2.6 3.05,,,,
6522,6522 e6Ntsr1 11.700683352312913 181.74466683528885 0.3234982157587772 0.1550964426483541 5.2 3.1,,,,
6523,6523 e6Ntsr1 2.0  0.2605928890936086 0.078874632657657 1.3 1.3250000000000002,,,,
6524,6524 e6Ntsr1 1.65  0.2121381216203916 0.0181841623907106 1.1 1.3749999999999998,,,,
6525,6525 e6Ntsr1 3.452346212000478 186.9227119946812 0.2859209688069258 0.0781739258788968 1.8875 1.6500000000000001,,,,
6526,6526 e6Ntsr1 5.464158468408323 185.83361584333292 0.2982192433804935 0.1270176594643242 2.64375 2.5749999999999997,,,,
6527,6527 e6Ntsr1 3.383341514339848 188.0211647102652 0.2850045148207001 0.175273030801396 1.60625 1.775,,,,
6528,6528 e6Ntsr1 9.218678404255945 184.70037903139016 0.2864022117929118 0.1323875485080685 4.71875 3.6750000000000003,,,,
6529,6529 e6Ntsr1 4.610065544600775 196.78635953691668 0.3181813998825343 0.0640673620436825 2.4625000000000004 2.3000000000000003,,,,
6530,6530 e6Ntsr1 2.7254030739767243 188.7434790355009 0.2970692634622418 0.0612562943363468 1.3625 1.5250000000000001,,,,
6531,6531 e6Ntsr1 5.345730180852311 190.8649507594841 0.2968502126108727 0.1520958877399912 2.24375 2.125,,,,
6532,6532 e6Ntsr1 4.5  0.2174146632646223 0.1203583950459276 2.8125000000000004 2.65,,,,
6533,6533 e6Ntsr1 4.704554991027737 188.45655333292663 0.2119363540794229 0.0780001710818413 2.9125 2.725,,,,
6534,6534 e6Ntsr1 4.35  0.238842343689092 0.1617790103538385 2.50625 2.025,,,,
6535,6535 e6Ntsr1 5.233166506098752 185.7656474143864 0.2208079464762972 0.0989316001237486 2.9875 2.975,,,,
6536,6536 e6Ntsr1 3.5659252344663512 189.745696166757 0.1912057377730987 0.0616483244209048 2.1812500000000004 2.4499999999999997,,,,
6537,6537 e6Ntsr1 4.9218998991871645 192.4399191427908 0.3586468834442561 0.1026080813311232 2.325 2.45,,,,
6538,6538 e6Ntsr1 3.9802785349899295 186.65854911834836 0.3937937442771985 0.1770128485905059 1.675 2.125,,,,
6539,6539 e6Ntsr1 14.25  0.3284282605924892 0.0898701391221638 8.15625 5.45,,,,
6540,6540 e6Ntsr1 6.496579213106381 189.1826462758671 0.2446107187345764 0.111101635329843 3.5875 3.2249999999999996,,,,
6541,6541 e6Ntsr1 9.112592466861322 195.4618696231035 0.3535452098009872 0.2010653362848891 3.675 2.975,,,,
6542,6542 e6Ntsr1 7.685558860116076 190.514790074257 0.3556622968217137 0.1736862368446185 3.2437500000000004 2.275,,,,
6543,6543 e6Ntsr1 13.120244211410174 189.9962145163217 0.2362863035147529 0.0993728604072116 6.86875 6.725000000000001,,,,
6544,6544 e6Ntsr1 3.4  0.171290775000494 0.0497919626422054 2.40625 3.0500000000000003,,,,
6545,6545 e6Ntsr1 5.349797568805285 359.82047332783014 0.2393682688881203 0.0359282238994567 3.5250000000000004 3.0500000000000003,,,,
6546,6546 e6Ntsr1 3.0  0.2200574834999793 0.075675823496086 1.96875 2.5749999999999997,,,,
6547,6547 e6Ntsr1 5.028066784117102 188.8459862987976 0.4273002309143523 0.1124655131750326 2.14375 1.075,,,,
6548,6548 e6Ntsr1 4.066539593616863 184.4803654561218 0.2130164955907643 0.0487376361961224 2.76875 2.425,,,,
6549,6549 e6Ntsr1 3.956808692935201 182.82551979050507 0.2308887698402023 0.1247098559174065 2.075 1.45,,,,
6550,6550 e6Ntsr1 5.65  0.313740430692698 0.0739487223039307 3.4375 2.625,,,,
6551,6551 e6Ntsr1 4.3  0.2256362945293666 0.1208373374350162 2.41875 1.85,,,,
6552,6552 e6Ntsr1 4.6079046625618245 194.83186371123423 0.2647811302452785 0.0724538065794341 2.7375000000000003 2.6250000000000004,,,,
6553,6553 e6Ntsr1 3.1  0.2564102564102564 0.032193163790292 1.95 2.5,,,,
6554,6554 e6Ntsr1 12.4  0.0780768594543064 0.0222913481999199 10.6125 11.124999999999998,,,,
6555,6555 e6Ntsr1 3.542453671734251 179.94544254735004 0.2848080311804762 0.0719865714548623 1.93125 1.4499999999999997,,,,
6556,6556 e6Ntsr1 3.533137706055333 183.28887079249324 0.1491529709682859 0.0446085427102172 2.53125 2.3249999999999997,,,,
6557,6557 e6Ntsr1 3.3  0.2469450098984671 0.0582303937704447 2.2125 2.0500000000000003,,,,
6558,6558 e6Ntsr1 3.25  0.2631505502661071 0.1531152336195087 1.70625 1.2500000000000002,,,,
6559,6559 e6Ntsr1 4.411837015723407 194.39992322654783 0.4033189031908832 0.1059072803232136 1.775 2.1,,,,
6560,6560 e6Ntsr1 3.201649807858852 184.54080657955075 0.2289199325571585 0.0865931746149333 1.86875 2.625,,,,
6561,6561 e6Ntsr1 4.0  0.1176708794913356 0.026355475610781 3.23125 2.45,,,,
6562,6562 e6Ntsr1 4.307728709571776 192.5228072382739 0.1971597718727851 0.0869608824095256 2.46875 3.425,,,,
6563,6563 e6Ntsr1 8.794264567335153 187.99478744161104 0.3928803240358114 0.1213653135402502 3.9125 2.8,,,,
6564,6564 e6Ntsr1 8.373075151552587 194.50521102905432 0.3042368219618218 0.1277897429105329 3.8875 2.85,,,,
6565,6565 e6Ntsr1 3.1  0.1409846945575076 0.0117219405677865 2.18125 2.0250000000000004,,,,
6566,6566 e6Ntsr1 5.95  0.3344105444182076 0.1685528335916356 3.05625 2.275,,,,
6567,6567 e6Ntsr1 7.515162384198211 208.0340505676935 0.2459020337506743 0.1029143985238123 4.1875 3.1500000000000004,,,,
6568,6568 e6Ntsr1 2.8  0.1506191411439007 0.0118690023669548 2.14375 2.55,,,,
6569,6569 e6Ntsr1 2.15  0.1275925349068713 0.0845932570833594 1.63125 1.65,,,,
6570,6570 e6Ntsr1 6.05  0.2865785673880201 0.0917171621052372 3.65 2.55,,,,
6571,6571 e6Ntsr1 3.35  0.2251013055425626 0.0427364544740991 2.325 3.0749999999999997,,,,
6572,6572 e6Ntsr1 4.012538254674605 193.78992697110937 0.2092426158951292 0.0393103483554762 2.525 1.9500000000000002,,,,
6573,6573 e6Ntsr1 3.25  0.2268830713426115 0.1097130662007754 1.9125 2.475,,,,
6574,6574 e6Ntsr1 2.3  0.189470040915218 0.0800641849680351 1.6562500000000002 1.9,,,,
6575,6575 e6Ntsr1 5.639826132387432 187.97126967722403 0.1888611274613966 0.0938562452715793 3.44375 2.9999999999999996,,,,
6576,6576 e6Ntsr1 3.05  0.1841222412659371 0.1006749815225729 2.04375 2.25,,,,
6577,6577 e6Ntsr1 7.95  0.2165576939225364 0.0334672457334065 5.69375 4.45,,,,
6578,6578 e6Ntsr1 2.25  0.1669818544847908 0.0177743660373136 1.6124999999999998 1.8,,,,
6579,6579 e6Ntsr1 12.033155190551271 208.60907066367972 0.328239764110234 0.1608797512856921 5.44375 4.125,,,,
6580,6580 e6Ntsr1 8.947542266049993 209.3839259643433 0.2167711803881232 0.1445362853100729 4.925000000000001 3.1,,,,
6581,6581 e6Ntsr1 3.1  0.1801284067301798 0.028966081644689 2.3000000000000003 2.55,,,,
6582,6582 e6Ntsr1 6.598971507918817 195.2798287140695 0.260499761795773 0.1016099060563529 3.49375 3.3000000000000003,,,,
6583,6583 e6Ntsr1 3.1  0.1238214694661031 0.0181059364318799 2.39375 2.4499999999999997,,,,
6584,6584 e6Ntsr1 14.959128886093552 194.2503200838537 0.2883178260894847 0.1106558467567103 7.856249999999999 6.7250000000000005,,,,
6585,6585 e6Ntsr1 3.05  0.1443089601090772 0.0219587761860083 2.175 2.25,,,,
6586,6586 e6Ntsr1 8.097265947332296 206.68441335409656 0.322488715143012 0.1504943188914168 3.81875 3.125,,,,
6587,6587 e6Ntsr1 4.65  0.2960949891218621 0.1167310568078156 2.7625000000000006 2.5,,,,
6588,6588 e6Ntsr1 6.255848822875293 188.8121438030107 0.4313701599692163 0.1924888270935844 2.575 1.9500000000000002,,,,
6589,6589 e6Ntsr1 6.55  0.2567064347495104 0.1093196691199031 3.89375 3.4499999999999997,,,,
6590,6590 e6Ntsr1 4.8  0.1854080099103539 0.0552865795612471 3.4312500000000004 2.3,,,,
6591,6591 e6Ntsr1 3.087569243230548 195.3531652493172 0.1321187481895259 0.0887073700446608 2.075 2.5,,,,
6592,6592 e6Ntsr1 2.7136955090091184 193.7740736701489 0.1763111864035264 0.0715114406329302 1.95 2.0749999999999997,,,,
6593,6593 e6Ntsr1 2.6  0.1785714285714285 0.1271591795777368 1.7500000000000002 1.4500000000000002,,,,
6594,6594 e6Ntsr1 4.05  0.2415802923199847 0.1001542746648017 2.5375 2.1,,,,
6595,6595 e6Ntsr1 4.25  0.2195538092848032 0.0882318840186553 2.7 2.875,,,,
6596,6596 e6Ntsr1 2.858373245732948 36.17229044330877 0.1716929178792376 0.0637176755932237 1.96875 1.8,,,,
6597,6597 e6Ntsr1 2.8  0.0986395853922531 0.0298961216557897 2.10625 2.8749999999999996,,,,
6598,6598 e6Ntsr1 14.87911015105252 220.33574826223037 0.0566592137582784 0.0252368831436794 12.55 7.225,20.2,15.84,65.5,True
6599,6599 e6Ntsr1 4.75  0.3369751624090267 0.2137919502656986 2.3875 1.8749999999999996,,,,
6600,6600 e6Ntsr1 3.3  0.2621092931262386 0.0310543990953683 2.175 1.7999999999999998,,,,
6601,6601 e6Ntsr1 2.85  0.1942460544170915 0.0733473548570572 1.9375 1.775,,,,
6602,6602 e6Ntsr1 11.794834569879177 210.47895069668223 0.2897659466642365 0.097743562574817 5.975 4.0,,,,
6603,6603 e6Ntsr1 2.55  0.1434845071935887 0.0727521537306755 1.7875000000000003 2.0500000000000003,,,,
6604,6604 e6Ntsr1 4.05  0.1518447692687168 0.0907732925095603 2.9250000000000003 2.8499999999999996,,,,
6605,6605 e6Ntsr1 3.15  0.2783048230809397 0.0902152141975723 1.80625 1.2999999999999998,,,,
6606,6606 e6Ntsr1 2.55  0.2501059756162391 0.0449261778478703 1.6625 1.9,,,,
6607,6607 e6Ntsr1 3.3  0.1996000269593729 0.0362063946055709 2.45 2.7999999999999994,,,,
6608,6608 e6Ntsr1 2.65  0.1426573600231191 0.0035774840630299 2.00625 1.8,,,,
6609,6609 e6Ntsr1 6.930469632570694 218.75207239991116 0.2358472648758404 0.1669680158771493 3.8375 3.4999999999999996,,,,
6610,6610 e6Ntsr1 4.55  0.1861510898121041 0.0775209765768054 3.0625000000000004 2.7749999999999995,,,,
6611,6611 e6Ntsr1 3.15  0.1805661614821555 0.0559038824625972 1.90625 2.025,,,,
6612,6612 e6Ntsr1 2.25  0.2508833271241245 0.0938953713241499 1.4249999999999998 1.7500000000000002,,,,
6613,6613 e6Ntsr1 3.1  0.2257915865711743 0.1874126008925786 1.7812500000000002 2.075,,,,
6614,6614 e6Ntsr1 9.05  0.0648187312569621 0.0060673897530957 8.05 7.125,,,,
6615,6615 e6Ntsr1 3.737630363734153 211.1846512128837 0.2355743105017086 0.1248511038084511 2.1125 2.4250000000000003,,,,
6616,6616 e6Ntsr1 6.05  0.1268171613872808 0.0495829970786236 4.58125 4.475,,,,
6617,6617 e6Ntsr1 14.241908460579523 213.8462537792326 0.2446162288189861 0.095342615419655 7.781250000000001 7.45,,,,
6618,6618 e6Ntsr1 3.9  0.2202897553672982 0.0865472754889354 2.40625 2.75,,,,
6619,6619 e6Ntsr1 6.2  0.2563066537757451 0.1340365249597279 3.71875 2.75,,,,
6620,6620 e6Ntsr1 4.8  0.339295304452464 0.1839877182261083 2.45 2.5,,,,
6621,6621 e6Ntsr1 4.975906123504583 222.8087878647802 0.2732917051277924 0.0921040099581883 2.7125 1.75,,,,
6622,6622 e6Ntsr1 6.524012649465004 211.9361810804608 0.2647265443714734 0.0866067002684337 3.56875 4.2,,,,
6623,6623 e6Ntsr1 3.1  0.2120907589628438 0.0273503738091798 2.275 2.6500000000000004,,,,
6624,6624 e6Ntsr1 4.58637538935146 222.64161984228448 0.2254641909814323 0.1832954328244712 2.35625 1.5999999999999999,,,,
6625,6625 e6Ntsr1 6.0  0.2889801417902108 0.0372949360975789 3.79375 2.45,,,,
6626,6626 e6Ntsr1 2.984460995678832 211.10792354370983 0.1613641864506383 0.0165136464034652 2.2875 2.225,,,,
6627,6627 e6Ntsr1 2.65  0.1863151617467391 0.0764198756582686 1.75625 1.95,,,,
6628,6628 e6Ntsr1 2.6572938640836097 220.96258244347555 0.1963126334024762 0.0699627852597353 1.675 1.625,,,,
6629,6629 e6Ntsr1 2.906605608815495 217.00700241184563 0.2246514238255504 0.0111825473237682 1.9375 1.7500000000000002,,,,
6630,6630 e6Ntsr1 4.4  0.1709166089949561 0.06039011195575 3.225 2.675,,,,
6631,6631 e6Ntsr1 2.65  0.2211621220932592 0.1126443338431122 1.5375 1.4749999999999999,,,,
6632,6632 e6Ntsr1 3.25  0.2315399345509192 0.0633824526342371 2.11875 2.075,,,,
6633,6633 e6Ntsr1 3.75  0.1929691392763004 0.058527695745899 2.45 2.4000000000000004,,,,
6634,6634 e6Ntsr1 1.8555538065375905 224.5824040633291 0.1523809523809524 0.0256566537813193 1.3124999999999998 1.825,,,,
6635,6635 e6Ntsr1 3.097428589250553 213.98123499613007 0.1786785972166199 0.0441402570099683 2.15 2.6500000000000004,,,,
6636,6636 e6Ntsr1 6.628474486125764 212.71708391098497 0.2080243015727608 0.1225086722199528 3.4875000000000003 2.25,,,,
6637,6637 e6Ntsr1 7.177252711976264 222.7918639662624 0.2859234463032517 0.1093540669029136 3.8125 2.775,,,,
6638,6638 e6Ntsr1 9.5501723718805 218.9677502695457 0.315995844099118 0.1165431254130712 4.6625 3.475,,,,
6639,6639 e6Ntsr1 5.50968089068315 215.5752518899532 0.2941052539431036 0.1109723010748006 2.8562500000000006 2.1750000000000003,,,,
6640,6640 e6Ntsr1 3.15  0.2634393841916298 0.0229524663504554 2.23125 2.5749999999999997,,,,
6641,6641 e6Ntsr1 3.2  0.2157673355259176 0.0517132844756711 1.95625 2.1250000000000004,,,,
6642,6642 e6Ntsr1 12.55  0.0273008604237614 0.0229333793484341 11.39375 8.325,14.56,10.72,50.5,True
6643,6643 e6Ntsr1 9.253103014111405 213.8556706276389 0.3413598040729927 0.0964721853655634 4.48125 2.5,,,,
