node_id pop_name DSI OSI preferred_angle max_mean_rate(Hz) Avg_Rate(Hz)
0 e5Rbp4 1.0 1.0 180 1.25 0.15625
1 e5Rbp4 0.38449700562581907 0.6334307917217433 180 2.25 0.5625
2 e5Rbp4 0.11640940250463297 0.16858603117513496 180 25.25 14.96875
3 e5Rbp4 0.75 0.7905694150420948 180 1.5 0.25
4 e5Rbp4 0.4269176749593419 0.4550946177566937 180 7.25 2.34375
5 e5Rbp4 0.32161356681471986 0.533771065596724 180 15.5 4.84375
6 e5Rbp4 0.2799866189959807 0.2838651928537518 180 7.75 2.9375
7 e5Rbp4 0.10744381039855717 0.12404664205076933 135 19.25 13.53125
8 e5Rbp4 0.16666666666666669 0.8498365855987974 0 1.25 0.375
9 e5Rbp4 0.9789819695666265 0.9262765060609459 180 3.0 0.40625
10 e5Rbp4 0.5154009963600871 0.682622542091634 180 6.25 1.4375
11 e5Rbp4 0.4920051469827022 0.5588515633787092 180 13.5 3.09375
12 e5Rbp4 0.6112988890896499 0.5094154809498872 180 6.0 1.71875
13 e5Rbp4 0.2818359423953783 0.30929301001516374 180 8.5 3.6875
14 e5Rbp4 0.049566870001072696 0.06810810500862295 180 13.0 10.90625
15 e5Rbp4 0.23033018813523526 0.31523821353849574 180 18.75 8.625
16 e5Rbp4 1.0 1.0 180 0.5 0.0625
17 e5Rbp4 0.9598282673389777 0.8551023330572779 180 5.25 0.78125
18 e5Rbp4 1.0 1.0 180 2.25 0.28125
19 e5Rbp4 0.8571428571428571 1.0 180 3.25 0.4375
20 e5Rbp4 0.2038676101250246 0.372414032467238 180 7.5 3.0625
21 e5Rbp4 0.30931270513638315 0.6190476190476191 180 4.75 1.3125
23 e5Rbp4 0.07936204417353335 0.12154740641832142 180 20.25 14.09375
24 e5Rbp4 0.30938815598223063 0.5944516641957434 180 6.75 2.03125
25 e5Rbp4 0.2760491439931553 0.2840399098016171 180 6.25 2.375
26 e5Rbp4 0.25641203852328115 0.42541141179634284 180 14.0 4.8125
27 e5Rbp4 0.23607389094481498 0.2850341110190927 180 17.25 7.03125
28 e5Rbp4 0.43498015402257434 0.6053098380168622 180 6.0 1.5625
29 e5Rbp4 0.35243184106354913 0.5556977595779923 180 6.5 2.34375
30 e5Rbp4 0.22366586203555028 0.16317414050416107 180 13.25 6.84375
31 e5Rbp4 0.14735317598995204 0.2120142961808911 180 18.0 9.28125
32 e5Rbp4 1.0 1.0 180 2.25 0.28125
33 e5Rbp4 1.0 1.0 180 0.25 0.03125
34 e5Rbp4 0.10276192007767086 0.1250149609732862 180 16.0 10.6875
35 e5Rbp4 0.2375418843129315 0.3062811756267969 180 11.5 4.40625
36 e5Rbp4 0.2798731734657829 0.4126740935865803 180 7.0 2.71875
37 e5Rbp4 0.31199382663394326 0.47241709172711743 180 4.25 1.46875
38 e5Rbp4 0.5344576592547217 0.6891521697172193 180 8.75 1.96875
39 e5Rbp4 0.3053927666683856 0.6459672385322834 180 3.5 0.96875
40 e5Rbp4 0.04103091249313735 0.08861804989296682 180 16.75 12.9375
41 e5Rbp4 0.7625185209465898 0.9460770203292445 180 3.75 0.5625
42 e5Rbp4 0.3430856660860566 0.7100226978096958 180 2.25 0.6875
43 e5Rbp4 0.15894296582658934 0.1085648754428926 180 7.0 4.25
45 e5Rbp4 0.1695908785746714 0.28700593925981893 180 20.25 9.65625
46 e5Rbp4 0.4538028990886252 0.6678230711206282 180 4.25 1.125
47 e5Rbp4 0.8484510402910762 0.669991708074726 180 3.0 0.46875
48 e5Rbp4 0.4185996125896552 0.4925373134328358 180 7.75 2.09375
49 e5Rbp4 0.09545601809440273 0.11872979573123585 180 17.0 10.90625
50 e5Rbp4 1.0 1.0 135 0.5 0.0625
51 e5Rbp4 0.27759932549159033 0.3941471003230197 180 7.75 3.0625
52 e5Rbp4 0.541484334629176 0.5942028985507246 180 9.25 2.15625
53 e5Rbp4 0.1526937936864703 0.23163514750661013 180 5.25 2.78125
54 e5Rbp4 0.4619397662556434 0.7071067811865476 180 0.75 0.25
57 e5Rbp4 0.15451704035219865 0.2569350598886808 180 11.5 5.0
58 e5Rbp4 0.3636215505525388 0.5444710387950604 180 8.75 2.53125
59 e5Rbp4 0.7261712926541428 0.6146362971528592 135 4.75 1.40625
60 e5Rbp4 0.08423597264592035 0.14576569229774092 180 11.0 7.1875
61 e5Rbp4 1.0 1.0 180 1.75 0.21875
62 e5Rbp4 0.6799888091740078 0.8689660757568884 180 1.25 0.21875
63 e5Rbp4 0.498913239124268 0.4117647058823529 180 6.75 1.59375
64 e5Rbp4 0.24406512773800954 0.3773604762256826 180 6.25 2.59375
65 e5Rbp4 0.29804706321590985 0.31868871959954903 180 4.5 1.5
66 e5Rbp4 0.26479334151332484 0.24285714285714285 180 11.0 4.375
67 e5Rbp4 0.4703652055417167 0.5219785923196747 180 4.5 1.15625
68 e5Rbp4 0.5647251945109285 0.604648658313239 180 5.75 1.5625
71 e5Rbp4 0.10245486676437722 0.19029904972252074 180 15.75 9.40625
72 e5Rbp4 0.6733473597139443 0.3535533905932738 180 2.75 0.875
73 e5Rbp4 0.14666671685315724 0.1546042056944205 180 16.5 9.4375
74 e5Rbp4 0.300549104559939 0.43640410304276706 180 17.0 5.1875
75 e5Rbp4 0.20455110516430383 0.377307714089059 180 2.0 0.75
76 e5Rbp4 1.0 1.0 180 4.25 0.53125
